archname,devname,freq_MHz,pipe,precision,wlgroup,wlname,wlinstance,batch,opnum,opname,is_input_node,is_output_node,optype,op_rpt_count,attrs,inList,outList,input_tensors,output_tensors,weight_tensors,domain,opclass,removed,fused,fused_with_op,inElems,outElems,inBytes,outBytes,instrs,inParamCount,inActCount,outActCount,instr_count,compute_cycles,mem_rd_cycles,mem_wr_cycles,ramp_penalty,rsrc_bnck,ideal_cycles,ideal_msecs,cycles,matrix_cycles,vector_cycles,msecs,matrix_pipe_util,vector_pipe_util,mem_rd_util,mem_wr_util,memory_traffic,mem_util,uses_perf_lookup,fidelity
Wormhole,n150,1000.0,MATRIX,INT8,TTNN,Matmul2Tensors_1,sweep_32_to_4096_bf16,1,111,ttsim.ttnn.Op_112,True,True,MatMul,1,"{'compute_kernel_config': WormholeComputeKernelConfig(math_fidelity=<MathFidelity.HiFi4: 4>, math_approx_mode=False, dst_full_sync_en=False, fp32_dest_acc_en=False, packer_l1_acc=True), 'memory_config': <MemoryConfig.L1: 2>}","['ttsim.ttnn.Tensor_223', 'ttsim.ttnn.Tensor_224']",['ttsim.ttnn.Op_112.out'],ttsim.ttnn.Tensor_223[3584x3584]:float16;ttsim.ttnn.Tensor_224[3584x3584]:float16,ttsim.ttnn.Op_112.out[3584x3584]:float16,,,,False,False,,25690112,12845056,51380224,25690112,{'mac': 46036680704},0,25690112,12845056,46036680704,520344,223005,111503,50.0,COMP,520394.0,0.520394,650493.0,520344,0,0.6504930000000001,0.5999423513722295,0.0,0.3428248596255914,0.1714131984611659,0.0,0.0,False,HiFi4
Wormhole,n150,1000.0,MATRIX,INT8,TTNN,Matmul2Tensors_1,sweep_32_to_4096_bf16,1,112,ttsim.ttnn.Op_113,True,True,MatMul,1,"{'compute_kernel_config': WormholeComputeKernelConfig(math_fidelity=<MathFidelity.LoFi: 1>, math_approx_mode=False, dst_full_sync_en=False, fp32_dest_acc_en=False, packer_l1_acc=True), 'memory_config': <MemoryConfig.L1: 2>}","['ttsim.ttnn.Tensor_225', 'ttsim.ttnn.Tensor_226']",['ttsim.ttnn.Op_113.out'],ttsim.ttnn.Tensor_225[3616x3616]:float16;ttsim.ttnn.Tensor_226[3616x3616]:float16,ttsim.ttnn.Op_113.out[3616x3616]:float16,,,,False,False,,26150912,13075456,52301824,26150912,{'mac': 47280848896},0,26150912,13075456,47280848896,534407,227005,113503,50.0,COMP,534457.0,0.534457,668072.0,534407,0,0.668072,0.5999438682625543,0.0,0.3397916015694434,0.1698965492078876,0.0,0.0,False,LoFi
Wormhole,n150,1000.0,MATRIX,INT8,TTNN,Matmul2Tensors_1,sweep_32_to_4096_bf16,1,112,ttsim.ttnn.Op_113,True,True,MatMul,1,"{'compute_kernel_config': WormholeComputeKernelConfig(math_fidelity=<MathFidelity.HiFi2: 2>, math_approx_mode=False, dst_full_sync_en=False, fp32_dest_acc_en=False, packer_l1_acc=True), 'memory_config': <MemoryConfig.L1: 2>}","['ttsim.ttnn.Tensor_225', 'ttsim.ttnn.Tensor_226']",['ttsim.ttnn.Op_113.out'],ttsim.ttnn.Tensor_225[3616x3616]:float16;ttsim.ttnn.Tensor_226[3616x3616]:float16,ttsim.ttnn.Op_113.out[3616x3616]:float16,,,,False,False,,26150912,13075456,52301824,26150912,{'mac': 47280848896},0,26150912,13075456,47280848896,534407,227005,113503,50.0,COMP,534457.0,0.534457,668072.0,534407,0,0.668072,0.5999438682625543,0.0,0.3397916015694434,0.1698965492078876,0.0,0.0,False,HiFi2
Wormhole,n150,1000.0,MATRIX,INT8,TTNN,Matmul2Tensors_1,sweep_32_to_4096_bf16,1,112,ttsim.ttnn.Op_113,True,True,MatMul,1,"{'compute_kernel_config': WormholeComputeKernelConfig(math_fidelity=<MathFidelity.HiFi4: 4>, math_approx_mode=False, dst_full_sync_en=False, fp32_dest_acc_en=False, packer_l1_acc=True), 'memory_config': <MemoryConfig.L1: 2>}","['ttsim.ttnn.Tensor_225', 'ttsim.ttnn.Tensor_226']",['ttsim.ttnn.Op_113.out'],ttsim.ttnn.Tensor_225[3616x3616]:float16;ttsim.ttnn.Tensor_226[3616x3616]:float16,ttsim.ttnn.Op_113.out[3616x3616]:float16,,,,False,False,,26150912,13075456,52301824,26150912,{'mac': 47280848896},0,26150912,13075456,47280848896,534407,227005,113503,50.0,COMP,534457.0,0.534457,668072.0,534407,0,0.668072,0.5999438682625543,0.0,0.3397916015694434,0.1698965492078876,0.0,0.0,False,HiFi4
Wormhole,n150,1000.0,MATRIX,INT8,TTNN,Matmul2Tensors_1,sweep_32_to_4096_bf16,1,113,ttsim.ttnn.Op_114,True,True,MatMul,1,"{'compute_kernel_config': WormholeComputeKernelConfig(math_fidelity=<MathFidelity.LoFi: 1>, math_approx_mode=False, dst_full_sync_en=False, fp32_dest_acc_en=False, packer_l1_acc=True), 'memory_config': <MemoryConfig.L1: 2>}","['ttsim.ttnn.Tensor_227', 'ttsim.ttnn.Tensor_228']",['ttsim.ttnn.Op_114.out'],ttsim.ttnn.Tensor_227[3648x3648]:float16;ttsim.ttnn.Tensor_228[3648x3648]:float16,ttsim.ttnn.Op_114.out[3648x3648]:float16,,,,False,False,,26615808,13307904,53231616,26615808,{'mac': 48547233792},0,26615808,13307904,48547233792,548720,231040,115520,50.0,COMP,548770.0,0.54877,685963.0,548720,0,0.685963,0.5999453322885726,0.0,0.336811414618146,0.168405707309073,0.0,0.0,False,LoFi
Wormhole,n150,1000.0,MATRIX,INT8,TTNN,Matmul2Tensors_1,sweep_32_to_4096_bf16,1,113,ttsim.ttnn.Op_114,True,True,MatMul,1,"{'compute_kernel_config': WormholeComputeKernelConfig(math_fidelity=<MathFidelity.HiFi2: 2>, math_approx_mode=False, dst_full_sync_en=False, fp32_dest_acc_en=False, packer_l1_acc=True), 'memory_config': <MemoryConfig.L1: 2>}","['ttsim.ttnn.Tensor_227', 'ttsim.ttnn.Tensor_228']",['ttsim.ttnn.Op_114.out'],ttsim.ttnn.Tensor_227[3648x3648]:float16;ttsim.ttnn.Tensor_228[3648x3648]:float16,ttsim.ttnn.Op_114.out[3648x3648]:float16,,,,False,False,,26615808,13307904,53231616,26615808,{'mac': 48547233792},0,26615808,13307904,48547233792,548720,231040,115520,50.0,COMP,548770.0,0.54877,685963.0,548720,0,0.685963,0.5999453322885726,0.0,0.336811414618146,0.168405707309073,0.0,0.0,False,HiFi2
Wormhole,n150,1000.0,MATRIX,INT8,TTNN,Matmul2Tensors_1,sweep_32_to_4096_bf16,1,113,ttsim.ttnn.Op_114,True,True,MatMul,1,"{'compute_kernel_config': WormholeComputeKernelConfig(math_fidelity=<MathFidelity.HiFi4: 4>, math_approx_mode=False, dst_full_sync_en=False, fp32_dest_acc_en=False, packer_l1_acc=True), 'memory_config': <MemoryConfig.L1: 2>}","['ttsim.ttnn.Tensor_227', 'ttsim.ttnn.Tensor_228']",['ttsim.ttnn.Op_114.out'],ttsim.ttnn.Tensor_227[3648x3648]:float16;ttsim.ttnn.Tensor_228[3648x3648]:float16,ttsim.ttnn.Op_114.out[3648x3648]:float16,,,,False,False,,26615808,13307904,53231616,26615808,{'mac': 48547233792},0,26615808,13307904,48547233792,548720,231040,115520,50.0,COMP,548770.0,0.54877,685963.0,548720,0,0.685963,0.5999453322885726,0.0,0.336811414618146,0.168405707309073,0.0,0.0,False,HiFi4
Wormhole,n150,1000.0,MATRIX,INT8,TTNN,Matmul2Tensors_1,sweep_32_to_4096_bf16,1,114,ttsim.ttnn.Op_115,True,True,MatMul,1,"{'compute_kernel_config': WormholeComputeKernelConfig(math_fidelity=<MathFidelity.LoFi: 1>, math_approx_mode=False, dst_full_sync_en=False, fp32_dest_acc_en=False, packer_l1_acc=True), 'memory_config': <MemoryConfig.L1: 2>}","['ttsim.ttnn.Tensor_229', 'ttsim.ttnn.Tensor_230']",['ttsim.ttnn.Op_115.out'],ttsim.ttnn.Tensor_229[3680x3680]:float16;ttsim.ttnn.Tensor_230[3680x3680]:float16,ttsim.ttnn.Op_115.out[3680x3680]:float16,,,,False,False,,27084800,13542400,54169600,27084800,{'mac': 49836032000},0,27084800,13542400,49836032000,563288,235112,117556,50.0,COMP,563338.0,0.563338,704173.0,563288,0,0.704173,0.5999467460032875,0.0,0.333884098001555,0.1669420490007775,0.0,0.0,False,LoFi
Wormhole,n150,1000.0,MATRIX,INT8,TTNN,Matmul2Tensors_1,sweep_32_to_4096_bf16,1,114,ttsim.ttnn.Op_115,True,True,MatMul,1,"{'compute_kernel_config': WormholeComputeKernelConfig(math_fidelity=<MathFidelity.HiFi2: 2>, math_approx_mode=False, dst_full_sync_en=False, fp32_dest_acc_en=False, packer_l1_acc=True), 'memory_config': <MemoryConfig.L1: 2>}","['ttsim.ttnn.Tensor_229', 'ttsim.ttnn.Tensor_230']",['ttsim.ttnn.Op_115.out'],ttsim.ttnn.Tensor_229[3680x3680]:float16;ttsim.ttnn.Tensor_230[3680x3680]:float16,ttsim.ttnn.Op_115.out[3680x3680]:float16,,,,False,False,,27084800,13542400,54169600,27084800,{'mac': 49836032000},0,27084800,13542400,49836032000,563288,235112,117556,50.0,COMP,563338.0,0.563338,704173.0,563288,0,0.704173,0.5999467460032875,0.0,0.333884098001555,0.1669420490007775,0.0,0.0,False,HiFi2
Wormhole,n150,1000.0,MATRIX,INT8,TTNN,Matmul2Tensors_1,sweep_32_to_4096_bf16,1,114,ttsim.ttnn.Op_115,True,True,MatMul,1,"{'compute_kernel_config': WormholeComputeKernelConfig(math_fidelity=<MathFidelity.HiFi4: 4>, math_approx_mode=False, dst_full_sync_en=False, fp32_dest_acc_en=False, packer_l1_acc=True), 'memory_config': <MemoryConfig.L1: 2>}","['ttsim.ttnn.Tensor_229', 'ttsim.ttnn.Tensor_230']",['ttsim.ttnn.Op_115.out'],ttsim.ttnn.Tensor_229[3680x3680]:float16;ttsim.ttnn.Tensor_230[3680x3680]:float16,ttsim.ttnn.Op_115.out[3680x3680]:float16,,,,False,False,,27084800,13542400,54169600,27084800,{'mac': 49836032000},0,27084800,13542400,49836032000,563288,235112,117556,50.0,COMP,563338.0,0.563338,704173.0,563288,0,0.704173,0.5999467460032875,0.0,0.333884098001555,0.1669420490007775,0.0,0.0,False,HiFi4
